Taxable.Income,City.Population,Work.Experience,Undergrad_NO,Undergrad_YES,Marital.Status_Divorced,Marital.Status_Married,Marital.Status_Single,Urban_NO,Urban_YES
0,0.5890091322363922,0.8,0,1,0,1,0,0,1
1,0.7354582497600561,1.0,1,0,0,0,1,0,1
1,0.7783722894959166,0.26666666666666666,0,1,0,1,0,1,0
1,0.8194357438835855,0.8333333333333334,1,0,0,0,1,0,1
1,0.7553951459491147,0.36666666666666664,1,0,0,1,0,0,1
0,0.5947505445433595,0.4666666666666667,1,0,0,1,0,0,1
0,0.35292731567422797,0.6333333333333333,0,1,0,0,1,0,1
1,0.4942269783159673,0.13333333333333333,1,0,1,0,0,0,1
1,0.760222759900919,0.13333333333333333,1,0,1,0,0,0,1
0,0.5256984235541584,0.6666666666666666,0,1,0,1,0,0,1
0,0.28113954677900455,0.4666666666666667,1,0,0,0,1,1,0
0,0.13320191495353426,0.26666666666666666,0,1,1,0,0,1,0
1,0.8312001793113754,0.43333333333333335,1,0,0,0,1,0,1
1,0.2559497468376255,0.8,1,0,1,0,0,1,0
1,0.9654998017229984,0.9,0,1,0,0,1,1,0
0,0.939258271599262,0.3,0,1,0,0,1,1,0
0,0.06423600135632965,0.4666666666666667,0,1,0,0,1,1,0
1,0.5900723567376824,0.4,1,0,1,0,0,1,0
0,0.22947833033523182,0.9333333333333333,1,0,0,0,1,1,0
1,0.8093552261794609,0.16666666666666666,1,0,0,1,0,0,1
1,0.5104512094897097,0.9333333333333333,0,1,0,0,1,0,1
1,0.01204604624164507,0.36666666666666664,1,0,0,1,0,1,0
1,0.38021482882085533,0.26666666666666666,0,1,1,0,0,0,1
1,0.4740429542698521,0.3333333333333333,0,1,1,0,0,0,1
1,0.09678791257421021,0.3333333333333333,1,0,0,0,1,1,0
1,0.09037408260967017,0.8666666666666667,0,1,0,0,1,1,0
1,0.021971390640176086,0.5,1,0,0,1,0,0,1
1,0.2284725774286059,0.7666666666666666,1,0,0,1,0,0,1
1,0.16097218949534195,0.7666666666666666,1,0,0,0,1,0,1
0,0.05905781067707286,0.8,1,0,0,1,0,0,1
0,0.4891579836665728,0.6,0,1,0,0,1,0,1
0,0.5725780033218582,0.7,0,1,1,0,0,1,0
1,0.1662193460881959,0.3333333333333333,1,0,1,0,0,0,1
1,0.7938091598227577,0.2,1,0,0,0,1,0,1
0,0.7100500577589527,0.5666666666666667,1,0,1,0,0,1,0
1,0.08437404812671337,0.1,1,0,1,0,0,0,1
1,0.6756935384686119,0.5333333333333333,1,0,0,1,0,0,1
0,0.5201351731906505,0.7,1,0,1,0,0,1,0
1,0.9208903499445399,0.5333333333333333,1,0,0,1,0,1,0
1,0.46647969241202536,0.6666666666666666,0,1,1,0,0,0,1
1,0.07491422364496347,0.6,0,1,1,0,0,0,1
1,0.22820820809314998,0.43333333333333335,0,1,0,0,1,0,1
1,0.7063661285409687,0.8666666666666667,0,1,0,1,0,1,0
0,0.9576549290513164,0.7,1,0,0,0,1,0,1
1,0.7251995701124719,0.36666666666666664,1,0,0,1,0,0,1
1,0.6987856252047426,0.5333333333333333,0,1,0,0,1,0,1
1,0.31580641268053267,0.0,0,1,1,0,0,1,0
1,0.05920723682320014,0.4,1,0,0,0,1,0,1
1,0.9039017465617619,0.23333333333333334,1,0,0,0,1,0,1
1,0.7647745101983345,0.9666666666666667,0,1,1,0,0,1,0
1,0.22680015402387374,0.2,1,0,1,0,0,1,0
1,0.24836924350139947,0.7,0,1,0,1,0,1,0
1,0.2670877418835741,0.8666666666666667,1,0,1,0,0,0,1
1,0.5415720780004483,0.43333333333333335,0,1,0,0,1,1,0
1,0.57466996936764,0.4,1,0,0,0,1,1,0
0,0.4320829430054196,0.3333333333333333,1,0,0,0,1,1,0
1,0.5107328203035649,0.9333333333333333,0,1,0,1,0,0,1
1,0.1550985925206467,0.7666666666666666,1,0,0,0,1,1,0
1,0.1807539123788068,0.9666666666666667,0,1,0,0,1,0,1
1,0.33116856993431,0.43333333333333335,0,1,0,0,1,0,1
1,0.292754556060667,0.3333333333333333,0,1,0,0,1,0,1
1,0.7071419950689372,0.2,0,1,0,1,0,1,0
1,0.5472272829154191,0.8,1,0,0,1,0,1,0
0,0.3232777199868965,0.3333333333333333,1,0,1,0,0,1,0
1,0.4157725044396807,0.6,0,1,0,0,1,0,1
0,0.4451002591968919,0.9666666666666667,1,0,0,1,0,1,0
1,0.9842930131782367,0.43333333333333335,1,0,0,0,1,0,1
1,0.1918229415111581,0.8,1,0,0,1,0,1,0
1,0.19312179955057215,0.16666666666666666,0,1,1,0,0,0,1
1,0.42846223254156635,0.1,1,0,0,0,1,1,0
1,0.7996885039569194,0.8,0,1,0,0,1,0,1
1,0.13198351714665027,0.06666666666666667,0,1,0,0,1,0,1
1,0.7643779561951506,0.36666666666666664,0,1,0,0,1,0,1
1,0.1727768550393968,0.13333333333333333,1,0,1,0,0,0,1
1,0.15782274610773625,0.03333333333333333,1,0,0,1,0,0,1
1,0.3205248306024747,0.5666666666666667,0,1,0,1,0,0,1
1,0.9930631785240146,0.6333333333333333,1,0,1,0,0,0,1
1,0.2823636917453549,0.5,1,0,1,0,0,0,1
0,0.4903821286329232,0.26666666666666666,1,0,0,0,1,0,1
1,0.4338703095994805,0.8,0,1,0,0,1,0,1
1,0.9745918079988966,0.6333333333333333,1,0,0,0,1,1,0
0,0.22846108310967309,0.9,1,0,0,1,0,0,1
1,0.28538669762469904,0.4666666666666667,0,1,0,1,0,0,1
1,0.7324984626348428,0.16666666666666666,1,0,0,1,0,0,1
1,0.6446531301904034,0.7333333333333333,0,1,0,0,1,0,1
1,0.6587451652020989,0.3333333333333333,1,0,1,0,0,1,0
1,0.03218984017149523,0.2,1,0,1,0,0,1,0
1,0.3568353841114029,0.43333333333333335,1,0,1,0,0,1,0
1,0.29056488830395577,0.6,0,1,0,0,1,0,1
0,0.9729883505077616,0.8666666666666667,1,0,0,0,1,1,0
1,0.4989224076000437,0.8666666666666667,0,1,0,0,1,0,1
1,0.7834700199426434,0.8333333333333334,0,1,0,0,1,0,1
1,0.6703889102810936,0.26666666666666666,1,0,1,0,0,0,1
1,0.14554681348743384,0.5,1,0,1,0,0,1,0
1,0.44577267685446464,0.3333333333333333,1,0,1,0,0,1,0
1,0.09436261127937517,0.4,1,0,1,0,0,1,0
0,0.7966252679613102,0.9,0,1,0,1,0,1,0
1,0.2846453140535291,0.7666666666666666,0,1,0,0,1,1,0
0,0.326358197460905,0.4,1,0,1,0,0,1,0
1,0.8879074017666769,0.9,1,0,0,1,0,1,0
1,0.8438726659348618,0.3333333333333333,1,0,0,1,0,1,0
1,0.33108810970177993,0.4666666666666667,1,0,1,0,0,1,0
1,0.9692124667383147,0.5666666666666667,0,1,1,0,0,0,1
1,0.5670205001178168,0.4666666666666667,0,1,0,1,0,0,1
1,0.41887022339208846,0.5333333333333333,0,1,1,0,0,1,0
0,0.16284001632193287,0.6333333333333333,1,0,1,0,0,0,1
1,0.37809412697774125,0.43333333333333335,0,1,0,1,0,0,1
1,0.9429479479767126,0.1,1,0,0,1,0,1,0
1,0.7542916913315594,0.4666666666666667,1,0,0,0,1,1,0
1,0.4303013235708252,0.2,0,1,0,0,1,1,0
1,0.5413651802596566,0.4,1,0,0,1,0,1,0
1,0.18167345789343617,0.26666666666666666,0,1,1,0,0,1,0
0,0.4858016425381755,0.7333333333333333,0,1,0,0,1,1,0
0,0.9545744515773079,1.0,0,1,1,0,0,0,1
1,1.0000000000000002,0.9,0,1,0,1,0,1,0
1,0.6036643888757982,0.43333333333333335,1,0,0,0,1,1,0
0,0.6212564440025518,0.7,1,0,0,0,1,0,1
1,0.4787383835539285,0.26666666666666666,0,1,1,0,0,1,0
1,0.19144937614583993,0.2,1,0,0,1,0,1,0
1,0.09719021373686057,0.8333333333333334,0,1,0,0,1,0,1
1,0.7391651676159059,0.3,0,1,1,0,0,0,1
1,0.2774671118799533,0.36666666666666664,1,0,0,1,0,0,1
1,0.2435703653469273,0.06666666666666667,1,0,0,1,0,0,1
1,0.5592158575623998,0.0,0,1,0,1,0,0,1
1,0.47938206541416906,0.16666666666666666,1,0,0,0,1,0,1
1,0.006350611210409252,0.43333333333333335,1,0,0,0,1,0,1
1,0.7012051793401112,0.9,1,0,1,0,0,1,0
1,0.161317019063328,0.3333333333333333,1,0,0,0,1,1,0
1,0.04863821056442855,0.4,1,0,0,0,1,1,0
0,0.7565675664802671,0.3333333333333333,0,1,0,1,0,1,0
1,0.9503502893694792,0.4,1,0,1,0,0,0,1
1,0.8887694756866419,0.8666666666666667,0,1,1,0,0,1,0
1,0.9010569026258771,0.8,1,0,1,0,0,1,0
1,0.06369002120701844,0.9666666666666667,1,0,0,1,0,0,1
1,0.4269277409640285,0.4,0,1,1,0,0,1,0
1,0.5213593181570009,0.2,0,1,0,1,0,0,1
1,0.024821981735527215,0.36666666666666664,0,1,0,1,0,0,1
1,0.03037373778010219,0.9333333333333333,1,0,1,0,0,1,0
1,0.044143931861677366,0.9333333333333333,1,0,0,1,0,1,0
0,0.598468956718142,1.0,0,1,0,0,1,1,0
1,0.7141247938206542,0.7333333333333333,1,0,0,0,1,0,1
1,0.07066132563980254,0.4,0,1,0,0,1,0,1
1,0.7807516135150202,0.9666666666666667,1,0,0,0,1,0,1
1,0.40024367956137674,0.23333333333333334,1,0,0,0,1,0,1
1,0.7028143839907126,0.43333333333333335,0,1,0,1,0,1,0
1,0.5194397668952121,0.6666666666666666,0,1,0,1,0,1,0
1,0.01717825964517039,0.9666666666666667,0,1,1,0,0,0,1
0,0.4034276059057811,0.43333333333333335,1,0,1,0,0,0,1
1,0.30962246909464997,0.5,0,1,0,1,0,0,1
1,0.15609859826780617,0.16666666666666666,0,1,0,1,0,0,1
1,0.9170167644641637,0.2,1,0,1,0,0,1,0
1,0.5708825912792602,0.23333333333333334,0,1,0,0,1,0,1
1,0.5606698889074075,0.03333333333333333,0,1,1,0,0,0,1
1,0.18215047212915017,0.3333333333333333,0,1,1,0,0,0,1
1,0.04096575267673952,0.4,0,1,0,1,0,0,1
1,0.017787458548612356,0.6333333333333333,1,0,0,1,0,1,0
1,0.7465847504870718,0.13333333333333333,1,0,1,0,0,0,1
1,0.642779556204346,0.06666666666666667,1,0,0,0,1,0,1
1,0.4623647262340588,1.0,0,1,0,0,1,1,0
1,0.7407973609043731,0.8666666666666667,1,0,0,0,1,0,1
1,0.3877206190840178,0.9,0,1,0,1,0,0,1
1,0.028707061534836403,0.3333333333333333,0,1,0,1,0,1,0
1,0.3414732268576256,0.4666666666666667,1,0,0,1,0,0,1
0,0.6154058356657223,0.6,0,1,0,0,1,0,1
1,0.283702779901034,0.5333333333333333,0,1,0,0,1,1,0
1,0.6102563807837976,0.3333333333333333,1,0,1,0,0,0,1
1,0.4123414502382198,0.3,1,0,0,1,0,0,1
1,0.07881079776320554,0.23333333333333334,0,1,1,0,0,0,1
1,0.17005844861177363,0.06666666666666667,0,1,1,0,0,0,1
1,0.7372398691946506,0.0,1,0,1,0,0,0,1
1,0.886809694308588,0.5666666666666667,0,1,0,1,0,1,0
1,0.7606825326582337,0.5333333333333333,1,0,1,0,0,1,0
